kuupäev,mullaniiskus,temperatuur
2019-04-15 12:10:23,0,23.1
2019-04-15 12:20:24,0,23.2
2019-04-15 12:30:24,0,23.2
2019-04-15 12:40:25,0,23.3
2019-04-15 12:50:25,0,23.3
2019-04-15 01:00:25,0,23.3
2019-04-15 01:10:26,0,23.2
2019-04-15 01:20:26,0,23.4
2019-04-15 01:30:27,0,23.3
2019-04-15 01:40:27,0,23.4
2019-04-15 01:50:27,0,23.3
2019-04-15 02:00:28,0,23.4
2019-04-15 02:10:28,0,23.2
2019-04-15 02:20:28,0,23.3
2019-04-15 02:30:29,0,23.4
2019-04-15 02:40:29,0,23.4
2019-04-15 02:50:29,0,23.4
2019-04-15 03:00:30,0,23.3
2019-04-15 03:10:30,0,23.3
2019-04-15 03:20:30,0,23.2
2019-04-15 03:30:31,0,23.3
2019-04-15 03:40:31,0,23.2
2019-04-15 03:50:31,0,23.3
2019-04-15 04:10:37,0,23.2
2019-04-15 04:20:37,0,23
2019-04-15 04:30:38,0,23
2019-04-15 04:40:38,0,23
2019-04-15 04:50:38,0,22.9
2019-04-15 05:00:39,0,22.8
2019-04-15 05:10:39,0,22.8
2019-04-15 05:20:39,0,22.7
2019-04-15 05:30:40,0,22.6
2019-04-15 05:40:40,0,22.4
2019-04-15 05:50:40,0,22.4
2019-04-15 06:00:41,0,22.2
2019-04-15 06:10:41,0,22.1
2019-04-15 06:20:41,0,22
2019-04-15 06:30:42,0,21.9
2019-04-15 06:40:42,0,21.9
2019-04-15 06:50:42,0,21.6
2019-04-15 07:00:43,0,21.4
2019-04-15 07:10:43,0,21.3
2019-04-15 07:20:44,0,21.2
2019-04-15 07:30:44,0,21.1
2019-04-15 07:40:44,0,21.1
2019-04-15 07:50:45,0,21
2019-04-15 08:00:45,0,20.9
2019-04-15 08:10:46,0,20.8
2019-04-15 08:20:46,0,20.8
2019-04-15 08:30:46,0,20.8
2019-04-15 08:40:47,0,20.6
2019-04-15 08:50:47,0,20.7
2019-04-15 09:00:48,0,20.6
2019-04-15 09:10:48,0,20.6
2019-04-15 09:20:49,0,20.5
2019-04-15 09:30:49,0,20.5
2019-04-15 09:40:50,0,20.5
2019-04-15 09:50:50,0,20.5
2019-04-15 10:00:50,0,20.4
2019-04-15 10:10:51,0,20.4
2019-04-15 10:20:51,0,20.5
2019-04-15 10:30:52,0,20.4
2019-04-15 10:40:52,0,20.4
2019-04-15 10:50:52,0,20.4
2019-04-15 11:00:53,0,20.3
2019-04-15 11:10:53,0,20.4
2019-04-15 11:20:53,0,20.3
2019-04-15 11:30:54,0,20.3
2019-04-15 11:40:54,0,20.3
2019-04-15 11:50:54,0,20.2
2019-04-16 12:00:55,0,20.3
2019-04-16 12:10:55,0,20.2
2019-04-16 12:20:55,0,20.2
2019-04-16 12:30:56,0,20.1
2019-04-16 12:40:56,0,20.3
2019-04-16 12:50:56,0,20.3
